filename,file_path,label,rows,cols,total_frames,frame_times
66,/root/autodl-tmp/DSA/data/ori_data/DICOM1/66,0,1024,1024,43,"0,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968,1000.064,999.936"
67,/root/autodl-tmp/DSA/data/ori_data/DICOM1/67,1,1024,1024,43,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.784,166.528,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968,499.968,500.096,999.936,1000.064"
69,/root/autodl-tmp/DSA/data/ori_data/DICOM1/69,0,1024,1024,41,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,500.096"
70,/root/autodl-tmp/DSA/data/ori_data/DICOM1/70,1,1024,1024,29,"0,249.984,249.984,249.984,249.984,250.112,249.984,249.984,249.984,249.984,249.984,250.112,249.984,249.984,249.984,249.984,249.984,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968"
71,/root/autodl-tmp/DSA/data/ori_data/DICOM1/71,1,1024,1024,47,"0,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,499.968"
72,/root/autodl-tmp/DSA/data/ori_data/DICOM1/72,1,1024,1024,26,"0,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,1000.064,1000.064,999.936,1000.064,999.936,2000.128"
73,/root/autodl-tmp/DSA/data/ori_data/DICOM1/73,0,1024,1024,42,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312"
74,/root/autodl-tmp/DSA/data/ori_data/DICOM1/74,0,1024,1024,42,"0,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,1000.064"
75,/root/autodl-tmp/DSA/data/ori_data/DICOM1/75,0,1024,1024,45,"0,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,500.096,499.968,500.096,499.84,500.096,499.968,1000.064,999.936,1000.064,999.936"
76,/root/autodl-tmp/DSA/data/ori_data/DICOM1/76,1,1024,1024,40,"0,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968"
77,/root/autodl-tmp/DSA/data/ori_data/DICOM1/77,1,1024,1024,48,"0,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,500.096,499.968"
78,/root/autodl-tmp/DSA/data/ori_data/DICOM1/78,1,1024,1024,41,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,500.096"
79,/root/autodl-tmp/DSA/data/ori_data/DICOM1/79,0,1024,1024,42,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968,1000.064"
80,/root/autodl-tmp/DSA/data/ori_data/DICOM1/80,0,1024,1024,51,"0,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,499.968,499.968,499.968,500.096,499.968"
81,/root/autodl-tmp/DSA/data/ori_data/DICOM1/81,1,1024,1024,42,"0,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.784,166.528,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312"
82,/root/autodl-tmp/DSA/data/ori_data/DICOM1/82,0,1024,1024,42,"0,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,1000.064"
83,/root/autodl-tmp/DSA/data/ori_data/DICOM1/83,0,1024,1024,39,"0,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968"
84,/root/autodl-tmp/DSA/data/ori_data/DICOM1/84,1,1024,1024,40,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968"
85,/root/autodl-tmp/DSA/data/ori_data/DICOM1/85,0,1024,1024,42,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.184,333.44,333.312,333.312"
86,/root/autodl-tmp/DSA/data/ori_data/DICOM1/86,1,1024,1024,34,"0,250.112,249.984,249.984,249.984,249.984,249.984,250.112,249.984,249.984,249.984,249.984,249.984,249.984,250.112,249.984,249.984,499.968,500.096,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,500.096,499.968,999.936"
88,/root/autodl-tmp/DSA/data/ori_data/DICOM1/88,1,1024,1024,42,"0,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968,1000.064"
89,/root/autodl-tmp/DSA/data/ori_data/DICOM1/89,0,1024,1024,43,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312"
90,/root/autodl-tmp/DSA/data/ori_data/DICOM1/90,0,1024,1024,38,"0,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,500.096,499.968,499.968"
91,/root/autodl-tmp/DSA/data/ori_data/DICOM1/91,1,1024,1024,41,"0,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,500.096,499.968"
92,/root/autodl-tmp/DSA/data/ori_data/DICOM1/92,0,1024,1024,35,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,499.968,499.968,500.096,499.968"
93,/root/autodl-tmp/DSA/data/ori_data/DICOM1/93,1,1024,1024,46,"0,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,333.312,333.44,333.312,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312"
94,/root/autodl-tmp/DSA/data/ori_data/DICOM1/94,0,1024,1024,41,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968"
95,/root/autodl-tmp/DSA/data/ori_data/DICOM1/95,1,1024,1024,44,"0,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968,1000.064,999.936,1000.064"
96,/root/autodl-tmp/DSA/data/ori_data/DICOM1/96,1,1024,1024,25,"0,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,1000.064,999.936,1000.064,999.936,1000.064"
97,/root/autodl-tmp/DSA/data/ori_data/DICOM1/97,1,1024,1024,47,"0,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,499.968"
98,/root/autodl-tmp/DSA/data/ori_data/DICOM1/98,0,1024,1024,84,"0,83.328,83.328,83.328,83.328,83.456,83.328,83.328,83.328,83.328,83.328,83.328,83.328,83.328,83.328,83.328,83.328,83.328,83.328,83.328,83.328,83.328,83.328,83.328,83.456,83.328,83.328,83.328,83.328,83.328,83.328,83.328,83.328,83.328,83.328,83.328,83.328,83.328,83.328,83.328,83.328,83.328,83.328,83.328,83.456,83.328,83.328,83.328,83.328,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656"
99,/root/autodl-tmp/DSA/data/ori_data/DICOM1/99,0,1024,1024,47,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,499.968"
100,/root/autodl-tmp/DSA/data/ori_data/DICOM1/100,0,1024,1024,25,"0,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,999.936,1000.064,999.936,1000.064,1000.064"
101,/root/autodl-tmp/DSA/data/ori_data/DICOM1/101,1,1024,1024,42,"0,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,1000.064"
102,/root/autodl-tmp/DSA/data/ori_data/DICOM1/102,0,1024,1024,41,"0,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.44"
IM_0001,/autodl-fs/data/Pro/DSA/dicom_all/IM_0001,1,1024,1024,46,"0,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,500.096,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,1000.064,999.936,1000.064,1000.064,999.936"
IM_0004,/autodl-fs/data/Pro/DSA/dicom_all/IM_0004,1,1024,1024,25,"0,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,1000.064,999.936,1000.064,1000.064,999.936"
IM_0007,/autodl-fs/data/Pro/DSA/dicom_all/IM_0007,0,1024,1024,46,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312"
IM_0014,/autodl-fs/data/Pro/DSA/dicom_all/IM_0014,0,1024,1024,44,"0,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312"
IM_0019,/autodl-fs/data/Pro/DSA/dicom_all/IM_0019,1,1024,1024,35,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,499.968,499.968,500.096,499.968"
IM_0022,/autodl-fs/data/Pro/DSA/dicom_all/IM_0022,0,1024,1024,52,"0,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,500.096,499.968,499.968,500.096,499.968,499.968"
IM_0025,/autodl-fs/data/Pro/DSA/dicom_all/IM_0025,0,1024,1024,42,"0,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312"
IM_0030,/autodl-fs/data/Pro/DSA/dicom_all/IM_0030,0,1024,1024,33,"0,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,1000.064,999.936,1000.064,999.936"
IM_0033,/autodl-fs/data/Pro/DSA/dicom_all/IM_0033,1,1024,1024,21,"0,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,1000.064"
IM_0036,/autodl-fs/data/Pro/DSA/dicom_all/IM_0036,1,1024,1024,49,"0,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,499.968,499.968,500.096"
IM_0043,/autodl-fs/data/Pro/DSA/dicom_all/IM_0043,1,1024,1024,42,"0,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968,500.096,499.968,499.968,499.968,500.096,499.968,1000.064"
IM_0046,/autodl-fs/data/Pro/DSA/dicom_all/IM_0046,0,1024,1024,50,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,500.096,499.968,499.968,499.968"
IM_0052,/autodl-fs/data/Pro/DSA/dicom_all/IM_0052,1,1024,1024,56,"0,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.528,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,333.312,333.44,333.312,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.44,333.312,333.312,333.312,333.312,500.096,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,500.096"
IM_0060,/autodl-fs/data/Pro/DSA/dicom_all/IM_0060,1,1024,1024,35,"0,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,499.968,500.096,499.968,499.968"
IM_0063,/autodl-fs/data/Pro/DSA/dicom_all/IM_0063,0,1024,1024,42,"0,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.656,166.656,166.656,166.656,166.656,166.656,166.656,166.784,166.528,166.656,166.784,499.968,499.968,499.968,500.096,499.968,499.968,500.096,499.968,499.968,500.096,999.936"
